code,educationTypesAndLevels
3435.4,"Voor het beroep 'bediener automatische trekkenwand' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3119.4,"Voor het beroep van 'inbedrijfsteller installaties en machines' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
1213.5.1,"Voor het beroep van 'regiomanager' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2513.2,"Voor het beroep van 'search engine optimisation expert' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7126.14,"Voor het beroep van 'technicus watervoorzieningsnet' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2635.3.27.1,"Voor het beroep van 'jongerenvoorlichter' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3323.2.1,"Voor het beroep van 'inkoper van ongebrande koffie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2310.1.14,"Voor het beroep 'docent economie hoger onderwijs' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
5223.2,"Voor het beroep van 'adviseur auto-onderdelen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
5141.1,"Voor het beroep van 'kapper' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2651.2,"Voor het beroep van 'restaurator kunstvoorwerpen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2656.3,"Voor het beroep van 'presentator' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3422.4.2,"Voor het beroep van 'golfcoach' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3112.1.5.1,"Voor het beroep van 'energiedeskundige residentiële gebouwen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
4110.1.1,"Voor het beroep van 'administratief medewerker ledenadministratie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
7536.2.6,"Voor het beroep van 'productiemedewerker leest' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs"
5311.1.4,"Voor het beroep van 'nanny' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
3324.4.27,"Voor het beroep van 'groothandelaar in cosmetica en parfums' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7214.3.1,"Voor het beroep 'arbeider klinkwerk' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs"
7312.6,"Voor het beroep van 'snaarinstrumentenbouwer' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
8159.8,"Voor het beroep 'operator textieldessins' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2519.6,"Voor het beroep van 'testanalist' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
7221.3,"Voor het beroep van 'bediener hydraulische smeedpers' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
8143.7,"Voor het beroep 'productiemedewerker hygiënische papierwaren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
2250.4.2,"Voor het beroep van 'massagetherapeut voor dieren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7232.2,"Voor het beroep van 'specialist vliegtuigmotoren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3422.4.1,"Voor het beroep van 'bokstrainer' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Lager beroepsonderwijs"
5164.1,"Voor het beroep 'medewerker dierverzorging' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
5223.6,"Voor het beroep van 'winkelmedewerker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
0110.9,"Voor het beroep van 'admiraal' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Praktisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2250.4,"Voor het beroep van 'dierentherapeut' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3258.2,"Voor het beroep van 'ambulanceverpleegkundige' zijn de volgende opleidingstypen en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs"
7115.2,"Voor het beroep van 'deurenmonteur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
7233.4,"Voor het beroep van 'monteur hydraulische machines' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2424.2,"Voor het beroep van 'intern opleider' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2144.1.21,"Voor het beroep van 'ingenieur stoomtechniek' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2654.6,"Voor het beroep van 'kunstbeheerder' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2310.1.25,"Voor het beroep van 'docent geneeskunde hoger onderwijs' zijn de volgende opleidingstypes en -niveaus benodigd:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
4223.1,"Voor het beroep van 'telefonist' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs"
3256.1,"Voor het beroep van 'doktersassistent' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7413.1.1,"Voor het beroep van 'kabelmonteur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3423.3,"Voor het beroep van 'instructeur paardensport' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
8322.2,"Voor het beroep van 'auto- en bestelwagenkoerier' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs"
2529.2,"Voor het beroep van 'digitaal forensisch expert' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2152.1.5,"Voor het beroep van 'ingenieur gezondheidstechniek' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1420.4.40,"Voor het beroep van 'winkelmanager telecom' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
1324.3.2.1,"Voor het beroep van 'import-exportmanager landbouwmachines en -uitrusting' zijn de volgende opleidingstypes en niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2149.14,"Voor het beroep van 'bouwkostenadviseur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
4323.19,"Voor het beroep van 'cargadoor tankvaart' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2633.1,"Voor het beroep van 'historicus' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2529.7,"Voor het beroep van 'cyberincident responder' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1321.2.1.1,"Voor het beroep van 'operationeel manager chemische productie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Wetenschappelijk

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)
- Wetenschappelijk onderwijs"
2635.3.2,"Voor het beroep van 'kinderwelzijnswerker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
1324.2,"Voor het beroep van 'manager luchtvaart' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2330.1.9,"Voor het beroep van 'leerkracht informatica voortgezet onderwijs' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
8131.10,"Voor het beroep van 'kalkbrander' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
6221.11,"Voor het beroep van 'aquacultuurtechnicus' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3111.8,"Voor het beroep van 'technicus meteorologie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2113.1,"Voor het beroep van 'scheikundige' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
5223.7.1,"Voor het beroep van 'verkoopspecialist munitie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3521.1.10,"Voor het beroep van 'soundoperator' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
8157.1,"Voor het beroep van 'wasserijmedewerker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
3141.1,"Voor het beroep van 'biotechnisch laboratoriummedewerker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Wetenschappelijk

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
8131.9,"Voor het beroep van 'granulatorbediener' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2656.1,"Voor het beroep van 'audiobeschrijver' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3123.1,"Voor het beroep van 'bouwopzichter' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
1221.3,"Voor het beroep van 'hoofd marketing' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3341.6,"Voor het beroep 'manager veldonderzoek' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
7223.1,"Voor het beroep 'boorder metaal' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2652.3.1,"Voor het beroep van 'dirigent' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3122.4.7,"Voor het beroep 'productieleider lederwaren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2149.9.7,"Voor het beroep van 'ingenieur hernieuwbare energie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3114.1.6,"Voor het beroep van 'technisch ingenieur micro-elektronica' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
8343.5,"Voor het beroep van 'torenkraanmachinist' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
7231.4,"Voor het beroep van 'revisietechnicus' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2412.6.3,"Voor het beroep van 'beleggingsbeheerder' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
5244.1,"Voor het beroep van 'callcentermedewerker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
6129.1,"Voor het beroep van 'pelsdierhouder' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
1111.6,"Voor het beroep van 'staatssecretaris' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3435.15.1,"Voor het beroep 'technicus bewegend licht' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2636.3,"Voor het beroep van 'missionaris' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Praktisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3115.1.18,"Voor het beroep van 'technicus rollend materieel' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
